marca,modelo,marca_processador,nome_processador,geração_processador,ram_gb,tipo_ram,ssd,hdd,sistema_operacional,arquitetura_sistema,placa_grafica_gb,peso,tamanho_tela,garantia,tela_touch,microsoft_office,preco_atual,preco_antigo,desconto,classificacao,avaliacoes,comentarios,preco_atual_real,preco_antigo_real
Lenovo,A6-9225,AMD,A6-9225 Processor,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,24990,32790,23,3.7,63,12,1474.4099999999999,1934.61
Lenovo,Ideapad,AMD,APU Dual,10th,4 GB GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,19590,21325,8,3.6,1894,256,1155.81,1258.175
Avita,PURA,AMD,APU Dual,10th,4 GB GB,DDR4,128 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,19990,27990,28,3.7,1153,159,1179.4099999999999,1651.4099999999999
Avita,PURA,AMD,APU Dual,10th,4 GB GB,DDR4,128 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,21490,27990,23,3.7,1153,159,1267.9099999999999,1651.4099999999999
Avita,PURA,AMD,APU Dual,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,24990,33490,25,3.7,1657,234,1474.4099999999999,1975.9099999999999
Avita,PURA,AMD,APU Dual,10th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,24990,33490,25,3.7,1657,234,1474.4099999999999,1975.9099999999999
HP,APU,AMD,APU Dual,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,14,0,No,No,20900,22825,8,3.9,1185,141,1233.1,1346.675
Lenovo,APU,AMD,APU Dual,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,21896,0,0,3.9,219,18,1291.864,0.0
HP,Athlon,AMD,Athlon Dual,10th,32 GB GB,DDR4,32 GB,0 GB,Windows,32-bit,4,Casual,14,0,No,No,26899,27668,2,0.0,0,0,1587.041,1632.4119999999998
acer,Aspire,AMD,Athlon Dual,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,31990,36990,13,4.2,76,13,1887.4099999999999,2182.41
ASUS,ExpertBook,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,34649,41990,17,2.3,3,0,2044.291,2477.41
Lenovo,Missing,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,38999,42705,8,3.8,65,5,2300.941,2519.595
Lenovo,v15,Intel,Core i3,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,39999,43999,9,3.1,8,1,2359.941,2595.941
ASUS,ExpertBook,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,Missing,0,No,No,69990,0,0,0.0,0,0,4129.41,0.0
ASUS,VivoBook,Intel,Celeron Dual,Missing,4 GB GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,26990,28990,6,0.0,0,0,1592.4099999999999,1710.4099999999999
ASUS,EeeBook,Intel,Celeron Dual,Missing,4 GB GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,22990,27990,17,0.0,0,0,1356.4099999999999,1651.4099999999999
ASUS,EeeBook,Intel,Celeron Dual,Missing,4 GB GB,DDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,21990,25990,15,3.5,31,3,1297.4099999999999,1533.4099999999999
ASUS,ExpertBook,Intel,Core i5,10th,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,2,Casual,14,0,No,No,58799,77990,24,0.0,0,0,3469.1409999999996,4601.41
Lenovo,Missing,Intel,Core i5,10th,4 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,14,0,No,No,49999,59000,15,0.0,0,0,2949.941,3481.0
acer,Aspire,AMD,Ryzen,10th,4 GB GB,DDR4,0 GB,512 GB,Windows,32-bit,4,Casual,Missing,0,No,No,54990,89000,38,4.5,3190,414,3244.41,5251.0
acer,Nitro,AMD,Ryzen 5,10th,4 GB GB,DDR4,0 GB,512 GB,Windows,32-bit,4,Casual,Missing,0,No,No,59990,99999,40,4.5,1946,240,3539.41,5899.941
acer,Nitro,AMD,Ryzen 5,10th,4 GB GB,DDR4,0 GB,512 GB,Windows,32-bit,6,Casual,Missing,0,No,No,93700,139000,32,4.5,259,47,5528.299999999999,8201.0
acer,Nitro,AMD,Ryzen 5,10th,4 GB GB,DDR4,0 GB,512 GB,Windows,32-bit,4,Casual,Missing,0,No,No,72990,99999,27,4.5,425,67,4306.41,5899.941
Avita,Cosmos,Intel,Celeron Dual,Missing,4 GB GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,17490,23490,25,3.6,1120,196,1031.9099999999999,1385.9099999999999
ASUS,EeeBook,Intel,Celeron Dual,Missing,4 GB GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,22990,27990,17,0.0,0,0,1356.4099999999999,1651.4099999999999
ASUS,ExpertBook,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,35990,42990,16,0.0,0,0,2123.41,2536.41
HP,x360,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,No,56490,64923,12,0.0,0,0,3332.91,3830.457
HP,x360,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,65390,76436,14,0.0,0,0,3858.0099999999998,4509.724
Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,31999,38999,17,4.0,286,19,1887.9409999999998,2300.941
HP,Celeron,Intel,Celeron Dual,Missing,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,32490,39288,17,4.0,58,6,1916.9099999999999,2317.9919999999997
Lenovo,IdeaPad,Intel,Celeron Dual,Missing,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,31799,36999,14,0.0,0,0,1876.1409999999998,2182.941
ASUS,VivoBook,Intel,Celeron Dual,Missing,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,29890,33990,12,4.0,7,0,1763.51,2005.4099999999999
ASUS,Celeron,Intel,Celeron Dual,Missing,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,23990,26990,11,3.8,15279,1947,1415.4099999999999,1592.4099999999999
HP,15q,Intel,Core i3,7th,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,32955,0,0,4.2,311,27,1944.3449999999998,0.0
HP,250-G6,Intel,Core i5,7th,4 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,2,Casual,15.6,0,No,No,46200,0,0,4.2,47,7,2725.7999999999997,0.0
ASUS,Missing,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,34429,49990,31,4.1,37,6,2031.311,2949.41
Lenovo,IdeaPad,Intel,Core i3,10th,8 GB GB,DDR4,256 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,2,No,Yes,37990,57990,34,4.3,2080,235,2241.41,3421.41
ASUS,VivoBook,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,35990,49990,28,4.3,1479,181,2123.41,2949.41
ASUS,VivoBook,Intel,Core i3,10th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,33980,46990,27,4.4,67,3,2004.82,2772.41
HP,Missing,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,39990,50085,20,4.2,273,30,2359.41,2955.015
DELL,Vostro,Intel,Core i3,10th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,39490,43312,8,4.3,1267,171,2329.91,2555.408
RedmiBook,15,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,No,38990,51999,25,4.3,1063,152,2300.41,3067.941
HP,Pavilion,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,53990,63510,14,4.6,14,0,3185.41,3747.0899999999997
acer,Aspire,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,38990,52999,26,0.0,0,0,2300.41,3126.941
realme,Book,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,46990,54999,14,4.4,6352,1014,2772.41,3244.941
ASUS,Missing,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,37990,52990,28,4.3,284,39,2241.41,3126.41
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,37890,51990,27,4.6,44,5,2235.5099999999998,3067.41
Lenovo,IdeaPad,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,38990,60890,35,4.2,33,4,2300.41,3592.5099999999998
Lenovo,IdeaPad,Intel,Core i3,10th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,37990,57990,34,4.2,286,36,2241.41,3421.41
DELL,Vostro,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14.96,1,No,Yes,41990,54510,22,3.6,10,5,2477.41,3216.0899999999997
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,45990,58990,22,4.5,816,147,2713.41,3480.41
Lenovo,IdeaPad,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,39990,61590,35,4.3,543,65,2359.41,3633.81
DELL,Inspiron,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,42490,59654,28,4.8,9,1,2506.91,3519.586
Infinix,INBook,Intel,Core i3,10th,8 GB GB,LPDDR4X,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,32990,49999,34,4.3,1221,265,1946.4099999999999,2949.941
DELL,Vostro,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,36990,40614,8,4.3,1178,137,2182.41,2396.2259999999997
Lenovo,Ideapad,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,53990,75490,28,4.4,299,41,3185.41,4453.91
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,36990,52990,30,4.4,20,1,2182.41,3126.41
Lenovo,IdeaPad,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,2,No,No,38940,48200,19,4.3,758,64,2297.46,2843.7999999999997
DELL,Inspiron,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15,1,No,Yes,39490,55490,28,4.4,634,64,2329.91,3273.91
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,45990,58990,22,4.5,816,147,2713.41,3480.41
Lenovo,Ideapad,Intel,Core i3,10th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,2,No,Yes,39999,59999,33,5.0,4,0,2359.941,3539.941
DELL,Inspiron,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,42990,56776,24,4.3,17,2,2536.41,3349.7839999999997
DELL,Inspiron,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,No,49990,68658,27,4.2,24,5,2949.41,4050.8219999999997
DELL,Vostro,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,41490,55448,25,4.3,1753,165,2447.91,3271.432
DELL,Inspiron,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14.96,0,No,No,41990,57670,27,4.2,216,21,2477.41,3402.5299999999997
Lenovo,Ideapad,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,41990,57290,26,4.4,1084,160,2477.41,3380.1099999999997
Infinix,INBook,Intel,Core i3,10th,8 GB GB,LPDDR4X,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,32990,49999,34,4.3,1221,265,1946.4099999999999,2949.941
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,38490,51990,25,3.8,19,3,2270.91,3067.41
Lenovo,Missing,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15,1,No,Yes,38990,51544,24,4.4,106,13,2300.41,3041.096
Lenovo,ThinkPad,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,44990,59239,24,4.1,42,4,2654.41,3495.1009999999997
Lenovo,IdeaPad,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,36490,53790,32,0.0,0,0,2152.91,3173.6099999999997
Lenovo,Missing,Intel,Core i3,10th,8 GB GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,15.6,0,No,No,38970,56590,31,0.0,0,0,2299.23,3338.81
HP,Missing,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,44900,51000,11,4.2,1029,107,2649.1,3009.0
MSI,Missing,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,38990,53900,27,4.5,53,11,2300.41,3180.1
DELL,Vostro,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,44427,0,0,0.0,0,0,2621.1929999999998,0.0
ASUS,VivoBook,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,35990,46990,23,0.0,0,0,2123.41,2772.41
Lenovo,Ideapad,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,40200,49999,19,3.9,48,1,2371.7999999999997,2949.941
Lenovo,Missing,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,40990,56800,27,3.7,3,0,2418.41,3351.2
DELL,Inspiron,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,42490,54723,22,0.0,0,0,2506.91,3228.6569999999997
realme,Book,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,47999,54999,12,4.4,6352,1014,2831.941,3244.941
acer,Chromebook,Intel,Celeron Dual,Missing,4 GB GB,DDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,23990,27000,11,3.3,61,4,1415.4099999999999,1593.0
DELL,Missing,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,71999,72246,0,4.3,97,13,4247.941,4262.514
ASUS,VivoBook,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,39990,52990,24,4.4,181,19,2359.41,3126.41
Lenovo,IdeaPad,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,41998,56590,25,4.4,529,39,2477.882,3338.81
ASUS,Missing,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,41990,52990,20,0.0,0,0,2477.41,3126.41
Lenovo,Ideapad,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,2,No,Yes,39999,59999,33,0.0,0,0,2359.941,3539.941
ASUS,Commercial,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,39990,47990,16,0.0,0,0,2359.41,2831.41
Lenovo,Ideapad,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,39998,60090,33,4.2,10,1,2359.882,3545.31
HP,14s,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,42490,45892,7,4.4,5205,561,2506.91,2707.6279999999997
Lenovo,Missing,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,41990,49800,15,3.7,3,0,2477.41,2938.2
ASUS,Missing,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,48490,58990,17,0.0,0,0,2860.91,3480.41
HP,Missing,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,44376,45376,2,4.2,1090,96,2618.1839999999997,2677.1839999999997
DELL,Missing,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,43900,57095,23,0.0,0,0,2590.1,3368.605
DELL,INSPIRON,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,46690,57095,18,0.0,0,0,2754.71,3368.605
Lenovo,Missing,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,40990,48900,16,5.0,1,1,2418.41,2885.1
DELL,Inspiron,Intel,Core i3,10th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,39990,49821,19,4.0,44,2,2359.41,2939.439
Lenovo,V15,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,43990,50250,12,0.0,0,0,2595.41,2964.75
ASUS,VivoBook,Intel,Core i3,11th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,36990,44990,17,4.5,70,9,2182.41,2654.41
DELL,Missing,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,48500,58493,17,0.0,0,0,2861.5,3451.087
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,48990,58990,16,0.0,0,0,2890.41,3480.41
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,23490,29990,21,4.2,632,92,1385.9099999999999,1769.4099999999999
HP,Pavilion,Intel,Core i3,8th,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,54238,0,0,4.4,71,8,3200.042,0.0
ASUS,VivoBook,Intel,Core i3,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,37990,50990,25,4.3,990,108,2241.41,3008.41
HP,Missing,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,42990,57330,25,4.4,158,18,2536.41,3382.47
HP,Missing,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,42990,49590,13,4.3,681,59,2536.41,2925.81
ASUS,VivoBook,Intel,Core i3,10th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,35990,49990,28,4.4,130,12,2123.41,2949.41
RedmiBook,15,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,No,42990,55999,23,4.3,1063,152,2536.41,3303.941
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,42990,57990,25,4.3,30,4,2536.41,3421.41
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,14,1,Yes,Yes,51990,67990,23,4.7,6,2,3067.41,4011.41
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,48990,62990,22,4.5,174,30,2890.41,3716.41
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,42990,57990,25,4.5,40,7,2536.41,3421.41
Lenovo,Missing,Intel,Core i3,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,38990,62190,37,3.9,13,1,2300.41,3669.2099999999996
DELL,Inspiron,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14.96,0,No,No,45990,60908,24,4.3,184,29,2713.41,3593.5719999999997
HP,Missing,Intel,Core i3,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,42490,50294,15,4.3,1296,126,2506.91,2967.346
HP,Missing,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,43970,50196,12,4.3,571,56,2594.23,2961.564
ASUS,Missing,Intel,Core i3,10th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,39990,49990,20,4.3,2551,297,2359.41,2949.41
MSI,Missing,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,48990,49590,1,4.5,17,3,2890.41,2925.81
HP,Pavilion,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,54990,69267,20,4.5,35,3,3244.41,4086.7529999999997
MSI,Missing,Intel,Core i3,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,40990,55990,26,4.4,118,17,2418.41,3303.41
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14.1,1,No,Yes,41990,55990,25,0.0,0,0,2477.41,3303.41
Lenovo,IdeaPad,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,Yes,No,54990,79690,30,4.5,245,34,3244.41,4701.71
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,44990,46390,3,4.4,2058,305,2654.41,2737.0099999999998
HP,Missing,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,41250,46602,11,4.1,117,11,2433.75,2749.518
HP,Missing,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,44990,52900,14,0.0,0,0,2654.41,3121.1
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,42990,57990,25,4.7,74,11,2536.41,3421.41
DELL,Missing,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,No,60790,78307,22,4.4,10,1,3586.6099999999997,4620.112999999999
HP,Missing,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,45650,55202,17,4.1,39,4,2693.35,3256.9179999999997
DELL,Vostro,Intel,Core i3,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,41990,49826,15,3.9,29,7,2477.41,2939.734
DELL,Inspiron,Intel,Core i3,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,45490,60046,24,4.2,43,4,2683.91,3542.714
ASUS,VivoBook,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14.1,1,No,Yes,44990,58990,23,0.0,0,0,2654.41,3480.41
Lenovo,IdeaPad,Intel,Core i3,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,42990,63790,32,4.4,984,99,2536.41,3763.6099999999997
HP,15s,Intel,Core i3,11th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,45490,46990,3,4.3,523,66,2683.91,2772.41
HP,Missing,Intel,Core i3,10th,4 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,38799,47916,19,4.4,30,1,2289.141,2827.044
HP,Pavilion,Intel,Core i3,11th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,69267,0,0,0.0,0,0,4086.7529999999997,0.0
ASUS,VivoBook,Intel,Core i3,11th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,51649,62990,18,0.0,0,0,3047.2909999999997,3716.41
HP,Missing,Intel,Core i3,11th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,47990,51165,6,4.3,1605,215,2831.41,3018.7349999999997
ASUS,VivoBook,Intel,Core i3,10th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,40990,49990,18,4.4,4008,519,2418.41,2949.41
ASUS,Missing,Intel,Core i3,10th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,42990,50990,15,4.4,1869,234,2536.41,3008.41
ASUS,VivoBook,Intel,Core i3,11th,4 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,44890,56999,21,3.9,7,0,2648.5099999999998,3362.941
