marca,modelo,marca_processador,nome_processador,geração_processador,ram_gb,tipo_ram,ssd,hdd,sistema_operacional,arquitetura_sistema,placa_grafica_gb,peso,tamanho_tela,garantia,tela_touch,microsoft_office,preco_atual,preco_antigo,desconto,classificacao,avaliacoes,comentarios,preco_atual_real,preco_antigo_real
ASUS,TUF,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,Yes,82990,104990,20,4.4,262,31,4896.41,6194.41
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,Yes,64190,85391,24,0.0,0,0,3787.2099999999996,5038.0689999999995
DELL,Missing,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,70090,89395,21,4.0,5,1,4135.3099999999995,5274.304999999999
realme,Book(Slim),Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,60999,69999,12,4.4,3470,505,3598.941,4129.941
ASUS,Missing,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,15.6,1,No,No,49990,64990,23,4.1,45,3,2949.41,3834.41
MSI,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,55490,66990,17,3.9,8,1,3273.91,3952.41
HP,Spectre,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,0,Yes,No,97990,114749,14,5.0,3,1,5781.41,6770.191
ASUS,VivoBook,Intel,Core i5,9th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,54990,76990,28,4.4,1681,227,3244.41,4542.41
Lenovo,Thinkbook,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15,1,No,Yes,59990,115167,47,4.3,37,2,3539.41,6794.853
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,53990,79890,32,4.2,61,2,3185.41,4713.509999999999
HP,Pavilion,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,66999,79445,15,4.4,17,1,3952.941,4687.255
acer,Intel,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,60990,89999,32,4.4,17,1,3598.41,5309.941
ASUS,Missing,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,47990,62990,23,4.3,1625,152,2831.41,3716.41
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,14,1,No,Yes,59999,81684,26,4.0,4,1,3539.941,4819.356
DELL,G15,Intel,Core i5,10th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,79990,103102,22,0.0,0,0,4719.41,6083.018
ASUS,TUF,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,No,63990,74990,14,0.0,0,0,3775.41,4424.41
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,63990,77327,17,4.7,17,1,3775.41,4562.293
ASUS,VivoBook,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,59990,80990,25,0.0,0,0,3539.41,4778.41
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,55990,89790,37,0.0,0,0,3303.41,5297.61
ASUS,VivoBook,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,59990,80990,25,0.0,0,0,3539.41,4778.41
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,63990,75023,14,4.7,3,0,3775.41,4426.357
DELL,Vostro,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,Yes,69490,92552,24,0.0,0,0,4099.91,5460.567999999999
DELL,Inspiron,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,89390,109353,18,0.0,0,0,5274.009999999999,6451.826999999999
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,74990,86990,13,0.0,0,0,4424.41,5132.41
Lenovo,Thinkbook,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,3,Yes,Yes,64990,151557,57,4.0,48,12,3834.41,8941.863
Lenovo,Legion,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,66490,93690,29,4.4,282,36,3922.91,5527.71
DELL,Inspiron,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,89702,0,0,0.0,0,0,5292.418,0.0
Lenovo,Ideapad,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,70990,104890,32,4.2,67,4,4188.41,6188.509999999999
Infinix,INBook,Intel,Core i5,10th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,42490,59999,29,4.1,383,65,2506.91,3539.941
ASUS,VivoBook,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,17.3,1,Yes,Yes,58990,85990,31,0.0,0,0,3480.41,5073.41
Lenovo,Ideapad,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,57500,86720,33,0.0,0,0,3392.5,5116.48
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,79990,97946,18,4.6,23,2,4719.41,5778.813999999999
MSI,Modern,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,No,No,56541,61990,8,4.4,677,87,3335.919,3657.41
ASUS,Missing,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,17.3,0,No,No,59990,82990,27,3.3,3,0,3539.41,4896.41
Lenovo,ThinkBook,Intel,Core i5,11th,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13,1,No,Yes,64990,120708,46,4.4,46,4,3834.41,7121.772
DELL,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,61290,73774,16,3.0,4,1,3616.1099999999997,4352.666
Lenovo,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,54990,66470,17,4.2,9,1,3244.41,3921.73
Lenovo,ThinkBook,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,59990,112608,46,4.4,26,4,3539.41,6643.871999999999
ASUS,ASUS,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,6,Casual,16,1,No,No,84990,129990,34,5.0,5,0,5014.41,7669.41
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,72500,80900,10,4.4,40,3,4277.5,4773.099999999999
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,59990,93690,35,3.9,44,6,3539.41,5527.71
Lenovo,Yoga,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,87990,125890,30,4.7,28,6,5191.41,7427.509999999999
HP,14s,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,57990,63179,8,4.3,1541,123,3421.41,3727.5609999999997
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,69490,69736,0,4.2,72,7,4099.91,4114.424
Lenovo,Thinkbook,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,3,Yes,Yes,68990,159180,56,4.6,44,8,4070.41,9391.619999999999
Lenovo,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,16,1,No,Yes,77990,80366,2,4.3,17,2,4601.41,4741.594
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,105990,140990,24,4.4,59,11,6253.41,8318.41
MSI,Prestige,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,79990,95990,16,0.0,0,0,4719.41,5663.41
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55490,80711,31,4.1,337,27,3273.91,4761.949
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,69990,104890,33,4.6,10,2,4129.41,6188.509999999999
ASUS,Zenbook,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,84990,116990,27,4.2,10,2,5014.41,6902.41
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,59990,76143,21,3.8,31,7,3539.41,4492.437
DELL,XPS,Intel,Core i5,10th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,111890,154446,27,0.0,0,0,6601.509999999999,9112.314
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,No,65990,88037,25,4.3,10,0,3893.41,5194.183
ASUS,Zenbook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,1,No,Yes,72990,90990,19,4.7,76,14,4306.41,5368.41
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,71090,89849,20,4.1,44,6,4194.3099999999995,5301.090999999999
MSI,Katana,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,2,No,No,74990,95990,21,0.0,0,0,4424.41,5663.41
ASUS,ZenBook,Intel,Core i5,10th,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,79990,98990,19,4.4,11,3,4719.41,5840.41
MSI,Modern,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,55490,67990,18,4.3,138,16,3273.91,4011.41
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,Missing,1,No,Yes,66490,87168,23,4.1,199,17,3922.91,5142.911999999999
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,53400,69500,23,4.1,46,6,3150.6,4100.5
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,74500,78990,5,4.4,45,5,4395.5,4660.41
DELL,XPS,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,114990,115729,0,0.0,0,0,6784.41,6828.0109999999995
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,Missing,0,No,No,61990,68859,9,4.1,35,4,3657.41,4062.6809999999996
APPLE,MacBook,Intel,Core i5,10th,8 GB GB,LPDDR4X,512 GB,0 GB,Mac,64-bit,0,Casual,16,1,No,No,159990,174900,8,4.4,32,5,9439.41,10319.1
APPLE,MacBook,Intel,Core i5,8th,8 GB GB,DDR3,512 GB,0 GB,Mac,64-bit,0,Casual,Missing,1,No,No,172090,179900,4,4.2,108,13,10153.31,10614.099999999999
MSI,Sword,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,74990,95990,21,0.0,0,0,4424.41,5663.41
MSI,Modern,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,56490,57240,1,4.5,814,112,3332.91,3377.16
Lenovo,ThinkPad,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,No,No,147000,0,0,0.0,0,0,8673.0,0.0
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55990,65438,14,4.2,75,9,3303.41,3860.8419999999996
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,Missing,1,No,Yes,77990,93565,16,0.0,0,0,4601.41,5520.335
HP,Envy,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,106490,138366,23,4.7,3,0,6282.91,8163.593999999999
Lenovo,IdeaPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,16,1,No,Yes,70990,113290,37,4.6,11,3,4188.41,6684.11
Lenovo,ThinkPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,64990,77487,16,4.4,125,11,3834.41,4571.733
acer,Aspire,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,57990,65000,10,0.0,0,0,3421.41,3835.0
ASUS,TUF,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,Missing,1,No,No,64990,81990,20,4.5,4,0,3834.41,4837.41
MSI,Modern,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,54990,61990,11,4.4,714,147,3244.41,3657.41
Vaio,SE,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,2,No,Yes,62890,84690,25,4.0,85,14,3710.5099999999998,4996.71
HP,Spectre,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,0,Yes,No,111999,146194,23,0.0,0,0,6607.941,8625.446
Lenovo,Yoga,Intel,Core i5,10th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,70798,101090,29,4.0,21,3,4177.081999999999,5964.3099999999995
Lenovo,Legion,Intel,Core i5,9th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,59990,84990,29,3.8,9,1,3539.41,5014.41
acer,ConceptD,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,No,99500,119999,17,0.0,0,0,5870.5,7079.941
HP,14s,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,55990,77996,28,4.2,30,4,3303.41,4601.764
ASUS,ZenBook,Intel,Core i5,8th,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,72990,90990,19,4.2,44,4,4306.41,5368.41
acer,Swift,Intel,Core i5,8th,8 GB GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,64990,87999,26,3.8,4,1,3834.41,5191.941
ASUS,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,57990,70990,18,0.0,0,0,3421.41,4188.41
HP,HP,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,Yes,Yes,76990,99203,22,4.4,14,2,4542.41,5852.977
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,2,No,Yes,62998,79890,21,4.3,739,71,3716.8819999999996,4713.509999999999
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,77990,98200,20,4.5,31,5,4601.41,5793.799999999999
HP,Spectre,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,114990,122803,6,4.4,145,19,6784.41,7245.3769999999995
DELL,DELL,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,65990,75800,12,0.0,0,0,3893.41,4472.2
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,Yes,88990,90605,1,3.8,19,2,5250.41,5345.695
Lenovo,X390,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,113590,120000,5,0.0,0,0,6701.8099999999995,7080.0
Mi,Notebook,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,No,54990,59999,8,4.3,545,74,3244.41,3539.941
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,73990,84990,12,4.2,32,6,4365.41,5014.41
LG,Gram,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,86990,130000,33,0.0,0,0,5132.41,7670.0
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,61000,68000,10,4.3,1124,100,3599.0,4012.0
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,99990,122990,18,4.9,35,6,5899.41,7256.41
Lenovo,ThinkPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,67990,76915,11,4.8,9,0,4011.41,4537.985
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,70799,89564,20,4.7,98,6,4177.141,5284.276
Lenovo,ThinkPad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,65990,75879,13,4.1,31,2,3893.41,4476.861
ASUS,VivoBook,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,53690,58990,8,4.4,19,3,3167.71,3480.41
MSI,Modern,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,55990,67990,17,0.0,0,0,3303.41,4011.41
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,53190,69990,24,4.5,11,0,3138.21,4129.41
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,Missing,2,No,Yes,58999,65999,10,4.4,45,3,3480.941,3893.941
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,Missing,3,No,No,71990,86000,16,0.0,0,0,4247.41,5074.0
HP,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,Missing,0,No,No,82000,89000,7,0.0,0,0,4838.0,5251.0
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,84990,104990,19,0.0,0,0,5014.41,6194.41
Lenovo,Thinpad,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,0,No,No,89998,101525,11,0.0,0,0,5309.882,5989.974999999999
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,99990,122990,18,0.0,0,0,5899.41,7256.41
ASUS,Zenbook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,84990,110990,23,0.0,0,0,5014.41,6548.41
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,69899,73899,5,4.3,474,37,4124.041,4360.041
DELL,Inpiron,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,No,79990,117587,31,0.0,0,0,4719.41,6937.633
DELL,GAMING,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,No,76300,79999,4,4.2,6,0,4501.7,4719.941
Lenovo,Ideapad,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,55999,89999,37,0.0,0,0,3303.941,5309.941
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,72900,74900,2,3.9,24,4,4301.099999999999,4419.099999999999
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,73990,92600,20,4.5,195,17,4365.41,5463.4
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,84990,104990,19,0.0,0,0,5014.41,6194.41
DELL,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,16,0,No,No,73519,88400,16,0.0,0,0,4337.621,5215.599999999999
HP,Spectre,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,126000,152042,17,5.0,2,1,7434.0,8970.478
lenovo,Yoga,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,171998,237890,27,0.0,0,0,10147.882,14035.509999999998
ASUS,ASUS,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,88990,129990,31,0.0,0,0,5250.41,7669.41
HP,HP,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,114999,138166,16,0.0,0,0,6784.941,8151.794
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,Yes,Yes,82990,94600,12,4.5,21,2,4896.41,5581.4
acer,Intel,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,Yes,No,109999,0,0,0.0,0,0,6489.941,0.0
Lenovo,Yoga,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,82990,117490,29,0.0,0,0,4896.41,6931.91
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,Yes,Yes,79990,88600,9,4.8,5,0,4719.41,5227.4
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,114990,140990,18,0.0,0,0,6784.41,8318.41
HP,Spectre,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,129999,155436,16,0.0,0,0,7669.941,9170.724
MSI,GS,Intel,Core i5,8th,8 GB GB,DDR5,512 GB,0 GB,Windows,32-bit,6,Casual,Missing,0,No,No,149990,169990,11,4.1,10,3,8849.41,10029.41
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,0,No,No,71290,95136,25,0.0,0,0,4206.11,5613.023999999999
DELL,Inspiron,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,79500,99433,20,4.3,10,1,4690.5,5866.547
DELL,Inspiron,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,82990,107786,23,3.7,15,3,4896.41,6359.374
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,70980,76094,6,4.4,138,23,4187.82,4489.545999999999
ASUS,ZenBook,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,99990,122990,18,0.0,0,0,5899.41,7256.41
HP,430,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,94000,98000,4,0.0,0,0,5546.0,5782.0
DELL,Missing,Intel,Core i5,11th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,0,Yes,No,82990,94890,12,4.4,16,3,4896.41,5598.509999999999
MSI,Prestige,Intel,Core i5,11th,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,79990,93489,14,4.9,11,4,4719.41,5515.851
ASUS,Pro,Intel,Core i5,8th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,85990,88990,3,0.0,0,0,5073.41,5250.41
ASUS,ExpertBook,Intel,Core i5,10th,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,0,No,No,86990,0,0,0.0,0,0,5132.41,0.0
ASUS,ZenBook,Intel,Core i5,10th,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,105990,0,0,5.0,4,0,6253.41,0.0
